DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	3p14.2	3	60823546	FHIT	FHIT			ENSG00000189283			rs1839069-?	rs1839069	0	1839069	intron_variant	0	NR	3E-11	10.522878745280337	(EA)	0.004473	[0.0019-0.0071] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	4p16.1	4	7934878	AFAP1	AFAP1			ENSG00000196526			rs7689238-?	rs7689238	0	7689238	intron_variant	0	NR	1E-9	9.0	(EA)	0.00396	[0.0019-0.006] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	12p13.31	12	9710374	CLEC2D	LINC02390 - CLECL1P	ENSG00000256582	ENSG00000184293		1024	12270	rs2080208-?	rs2080208	0	2080208	intergenic_variant	1	NR	3E-6	5.522878745280337	(AA)	0.02079	[0.011-0.031] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	1p13.3	1	109275908	PSRC1	CELSR2 - PSRC1	ENSG00000143126	ENSG00000134222		157	3648	rs646776-?	rs646776	0	646776	regulatory_region_variant	1	NR	1E-14	14.0		0.007286	[0.0051-0.0094] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	1q42.13	1	230157783	GALNT2	GALNT2			ENSG00000143641			rs4631704-?	rs4631704	0	4631704	intron_variant	0	NR	2E-19	18.69897000433602		0.008414	[0.0063-0.0105] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	2p24.1	2	21008652	APOB	APOB			ENSG00000084674			rs676210-?	rs676210	0	676210	missense_variant	0	NR	1E-29	29.0		0.01191	[0.0096-0.0142] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	2q24.3	2	164694691	COBLL1	COBLL1			ENSG00000082438			rs7607980-?	rs7607980	0	7607980	missense_variant	0	NR	2E-10	9.698970004336019		0.008511	[0.0056-0.0114] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	19q13.42	19	54293995	LILRB2	MIR4752 - LILRA5	ENSG00000264703	ENSG00000187116		11815	13075	rs103294-?	rs103294	0	103294	intergenic_variant	1	NR	6E-27	26.221848749616356		0.0129	[0.01-0.015] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	HDL cholesterol levels x short total sleep time interaction (2df test)	3,007 African American short sleepers, 369 Chinese ancestry short sleepers, 114 Asian ancestry short sleepers, at least 8,474 European ancestry short sleepers, 1,082 Hispanic/Latino short sleepers, up to 11,901 African American controls, 1,444 Chinese ancestry controls, 452 Asian ancestry controls, at least 31,567 European ancestry controls, 4,047 Hispanic/Latino controls	up to 221 African American short sleepers, 629 East Asian ancestry short sleepers, up to 9,585 European ancestry short sleepers, 2,517 Hispanic short sleepers, at least 925 African American controls, 2,504 East Asian ancestry controls, up to 38,027 European ancestry controls, 10,061 Hispanic controls	20q13.12	20	45916308	HNF4A	PLTP - PCIF1	ENSG00000100979	ENSG00000100982		4153	18375	rs58847685-?	rs58847685	0	58847685	intergenic_variant	1	NR	4E-29	28.397940008672037		0.0133	[0.011-0.016] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	sleep duration trait, high density lipoprotein cholesterol measurement	http://purl.obolibrary.org/obo/OBA_2040171, http://www.ebi.ac.uk/efo/EFO_0004612	GCST009367	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p36.11	1	25454177	MACO1	MACO1			ENSG00000204178			rs34006994-?	rs34006994	0	34006994	intron_variant	0	NR	1E-12	12.0		1.019	[0.68-1.36] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p32.3	1	55026242	PCSK9	BSND - PCSK9	ENSG00000162399	ENSG00000169174		9070	13203	rs187607506-?	rs187607506	0	187607506	intergenic_variant	1	NR	2E-20	19.69897000433602		1.97	[1.5-2.44] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p32.3	1	55037775	PCSK9	BSND - PCSK9	ENSG00000162399	ENSG00000169174		20603	1670	rs17111503-?	rs17111503	0	17111503	intergenic_variant	1	NR	9E-17	16.045757490560675		1.538	[1.14-1.93] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p32.3	1	55052794	PCSK9	PCSK9			ENSG00000169174			rs2495477-?	rs2495477	0	2495477	splice_donor_region_variant	0	NR	1E-20	20.0		1.606	[1.25-1.96] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p32.3	1	55103767	PCSK9	USP24			ENSG00000162402			rs2274538-?	rs2274538	0	2274538	intron_variant	0	NR	2E-18	17.69897000433602		2.974	[2.28-3.67] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p32.3	1	55253338	PCSK9	MIR4422HG			ENSG00000231090			rs2802867-?	rs2802867	0	2802867	intergenic_variant	0	NR	4E-22	21.397940008672037		1.579	[1.18-1.97] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p31.3	1	62667797	DOCK7	DOCK7			ENSG00000116641			rs1168132-?	rs1168132	0	1168132	intron_variant	0	NR	2E-25	24.69897000433602		1.661	[1.3-2.02] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p13.3	1	109254135	PSRC1	CELSR2			ENSG00000143126			rs596773-?	rs596773	0	596773	intron_variant	0	NR	1E-16	16.0		1.865	[1.38-2.35] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p13.3	1	109270888	PSRC1	CELSR2			ENSG00000143126			rs41279716-?	rs41279716	0	41279716	intron_variant	0	NR	7E-19	18.154901959985743		2.198	[1.7-2.69] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p13.3	1	109274968	PSRC1	CELSR2			ENSG00000143126			rs12740374-?	rs12740374	0	12740374	3_prime_UTR_variant	0	NR	5E-136	135.30102999566398		5.358	[4.91-5.81] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	1p13.3	1	109278966	PSRC1	CELSR2 - PSRC1	ENSG00000143126	ENSG00000134222		3215	590	rs4970835-?	rs4970835	0	4970835	intergenic_variant	1	NR	5E-15	14.301029995663981		1.975	[1.46-2.49] unit increase	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
2020-01-07	31719535	Noordam R	2019-11-12	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31719535	Multi-ancestry sleep-by-SNP interaction analysis in 126,926 individuals reveals lipid loci stratified by sleep duration.	LDL cholesterol levels x long total sleep time interaction (2df test)	2,913 African American long sleepers, 358 Chinese ancestry long sleepers, 110 Asian ancestry long sleepers, 7,583 European ancestry long sleepers, 1,036 Hispanic/Latino long sleepers, up to 11,862 African American controls, 1,432 Chinese ancestry controls, 444 Asian ancestry controls, at least 31,744 European ancestry controls, 4,066 Hispanic/Latino controls	at least 214 African American long sleepers, 616 East Asian ancestry long sleepers, up to 6,657 European ancestry long sleepers, 2,457 Hispanic long sleepers, at least 913 African American controls, 2,517 East Asian ancestry controls, up to 26,868 European ancestry controls, 9,870 Hispanic controls	2p24.1	2	20875238	APOB	LINC02850 - APOB	ENSG00000236436	ENSG00000084674		13577	126191	rs56028521-?	rs56028521	0	56028521	intergenic_variant	1	NR	6E-11	10.221848749616356		2.093	[1.46-2.73] unit decrease	Affymetrix, Illumina [up to 2533153] (imputed)	N	low density lipoprotein cholesterol measurement, sleep duration trait	http://www.ebi.ac.uk/efo/EFO_0004611, http://purl.obolibrary.org/obo/OBA_2040171	GCST009366	Genome-wide genotyping array
